encoding_id	title	availability	coded_as	structure	num_members	descript
100279	Tfm_i_parent::opt_month	0	11	1	13	Tfm_i_parent::opt_month
100280	Tfm_i_psy::opt_words	0	11	1	3	Tfm_i_psy::opt_words
100281	Tfm_i_psy::opt_whynot	0	11	1	3	Tfm_i_psy::opt_whynot
100282	Tfm_s_spiro::opt_smeth/pilot	0	11	1	3	Tfm_s_spiro::opt_smeth/pilot
100286	g22.i.answer.a.D4.ans	0	11	1	7	g22.i.answer.a.D4.ans
100287	g22.i.answer.a.D5.ans	0	11	1	8	g22.i.answer.a.D5.ans
100288	g22.i.answer.a.D5A.ans/main	0	11	1	6	g22.i.answer.a.D5A.ans/main
100289	g22.i.answer.a.D5A1.ans	0	11	1	9	g22.i.answer.a.D5A1.ans
100290	g22.i.answer.a.D5B.ans	0	11	1	3	g22.i.answer.a.D5B.ans
100291	g22.i.answer.a.D7.ans	0	11	1	2	g22.i.answer.a.D7.ans
100292	g22.i.answer.a.D7A.ans	0	11	1	9	g22.i.answer.a.D7A.ans
100293	g22.i.answer.a.D8.ans	0	11	1	7	g22.i.answer.a.D8.ans
100294	g22.i.answer.a.D10.ans/main	0	11	1	7	g22.i.answer.a.D10.ans/main
100295	g22.i.answer.a.D9.ans	0	11	1	9	g22.i.answer.a.D9.ans
100298	g22.i.answer.a.D9G.ans	0	11	1	3	g22.i.answer.a.D9G.ans
100299	g22.i.answer.a.D9E.ans	0	11	1	6	g22.i.answer.a.D9E.ans
100300	g22.i.answer.a.D9F.ans	0	11	1	3	g22.i.answer.a.D9F.ans
100301	g22.i.answer.a.D9B.ans	0	11	1	6	g22.i.answer.a.D9B.ans
100305	g22.i.answer.a.D12.ans/main	0	11	1	8	g22.i.answer.a.D12.ans/main
100306	g22.i.answer.a.D11.ans	0	11	1	3	g22.i.answer.a.D11.ans
100307	g22.i.answer.a.WP1.ans	0	11	1	3	g22.i.answer.a.WP1.ans
100313	g22.i.answer.a.WP4.ans	0	11	1	5	g22.i.answer.a.WP4.ans
100314	g22.i.answer.a.WP4A.ans	0	11	1	8	g22.i.answer.a.WP4A.ans
100316	g22.i.answer.a.WP4B1.ans	0	11	1	7	g22.i.answer.a.WP4B1.ans
100317	g22.i.answer.a.WP4C1.ans	0	11	1	8	g22.i.answer.a.WP4C1.ans
100318	g22.i.answer.a.WP4E1.ans	0	11	1	9	g22.i.answer.a.WP4E1.ans
100327	g22.i.answer.a.WP11.ans/main	0	11	1	9	g22.i.answer.a.WP11.ans/main
100328	g22.i.answer.a.WP12.ans	0	11	1	7	g22.i.answer.a.WP12.ans
100329	g22.i.answer.a.WP12A.ans	0	11	1	3	g22.i.answer.a.WP12A.ans
100334	g22.i.answer.a.WP8.ans	0	11	1	7	g22.i.answer.a.WP8.ans
100335	g22.i.answer.a.MB1.ans	0	11	1	7	g22.i.answer.a.MB1.ans
100336	g22.i.answer.a.MB2.ans/main	0	11	1	8	g22.i.answer.a.MB2.ans/main
100337	g22.i.answer.a.MB2A.ans	0	11	1	7	g22.i.answer.a.MB2A.ans
100338	g22.i.answer.a.MB3.ans/main	0	11	1	6	g22.i.answer.a.MB3.ans/main
100339	g22.i.answer.a.MB3A.ans	0	11	1	5	g22.i.answer.a.MB3A.ans
100341	g22.i.answer.a.SL1AA.ans	0	11	1	6	g22.i.answer.a.SL1AA.ans
100342	g22.i.answer.a.SL1AB.ans	0	11	1	6	g22.i.answer.a.SL1AB.ans
100343	g22.i.answer.a.SL1A.ans	0	11	1	4	g22.i.answer.a.SL1A.ans
100345	g22.i.answer.a.SL3.ans	0	11	1	4	g22.i.answer.a.SL3.ans
100346	g22.i.answer.a.SL4.ans/main	0	11	1	6	g22.i.answer.a.SL4.ans/main
100347	g22.i.answer.a.S1.ans	0	11	1	4	g22.i.answer.a.S1.ans
100348	g22.i.answer.a.S2.ans	0	11	1	5	g22.i.answer.a.S2.ans
100349	Yes/No/DNK/PNA	0	11	1	4	Choice of Yes, No, Do not know, Prefer not to answer
100351	g22.i.answer.a.S4.ans	0	11	1	5	g22.i.answer.a.S4.ans
100352	g22.i.answer.a.S4AA.ans	0	11	1	3	g22.i.answer.a.S4AA.ans
100353	g22.i.answer.a.S4AB.ans	0	11	1	2	g22.i.answer.a.S4AB.ans
100355	g22.i.answer.a.S4A.ans	0	11	1	3	g22.i.answer.a.S4A.ans
100356	g22.i.answer.a.S4B.ans	0	11	1	7	g22.i.answer.a.S4B.ans
100357	g22.i.answer.a.S4C.ans	0	11	1	5	g22.i.answer.a.S4C.ans
100358	g22.i.answer.a.S5.ans	0	11	1	4	g22.i.answer.a.S5.ans
100359	g22.i.answer.a.S5AA.ans	0	11	1	5	g22.i.answer.a.S5AA.ans
100360	g22.i.answer.a.S5A.ans	0	11	1	4	g22.i.answer.a.S5A.ans
100361	g22.i.answer.a.S5B.ans	0	11	1	7	g22.i.answer.a.S5B.ans
100369	g22.i.answer.a.S10B.ans	0	11	1	6	g22.i.answer.a.S10B.ans
100370	g22.i.answer.a.S11.ans	0	11	1	4	g22.i.answer.a.S11.ans
100373	g22.i.answer.a.DT1.ans	0	11	1	3	g22.i.answer.a.DT1.ans
100377	g22.i.answer.a.DT4.ans	0	11	1	8	g22.i.answer.a.DT4.ans
100385	g22.i.answer.a.DT8B.ans/main	0	11	1	6	g22.i.answer.a.DT8B.ans/main
100387	g22.i.answer.a.DT10.ans	0	11	1	8	g22.i.answer.a.DT10.ans
100388	g22.i.answer.a.DT10A.ans/main	0	11	1	6	g22.i.answer.a.DT10A.ans/main
100389	g22.i.answer.a.DT10AA.ans	0	11	1	9	g22.i.answer.a.DT10AA.ans
100391	g22.i.answer.a.DT11.ans/main	0	11	1	6	g22.i.answer.a.DT11.ans/main
100393	g22.i.answer.a.DT11A.ans	0	11	1	7	g22.i.answer.a.DT11A.ans
100394	g22.i.answer.a.DT11B.ans	0	11	1	5	g22.i.answer.a.DT11B.ans
100397	g22.i.answer.a.DT13AA.ans	0	11	1	6	g22.i.answer.a.DT13AA.ans
100398	g22.i.answer.a.DT13A.ans	0	11	1	5	g22.i.answer.a.DT13A.ans
100400	g22.i.answer.a.DT15.ans	0	11	1	4	g22.i.answer.a.DT15.ans
100401	g22.i.answer.a.DT16.ans/main	0	11	1	5	g22.i.answer.a.DT16.ans/main
100402	g22.i.answer.a.A1.ans	0	11	1	7	g22.i.answer.a.A1.ans
100416	g22.i.answer.a.A5.ans	0	11	1	5	g22.i.answer.a.A5.ans
100417	g22.i.answer.a.A6.ans	0	11	1	5	g22.i.answer.a.A6.ans
100418	g22.i.answer.a.A7.ans/main	0	11	1	7	g22.i.answer.a.A7.ans/main
100420	g22.i.answer.a.D2.ans	0	11	1	8	g22.i.answer.a.D2.ans
100422	g22.i.answer.a.YE1.ans	0	11	1	8	g22.i.answer.a.YE1.ans
100423	g22.i.answer.a.YE1A.ans	0	11	1	4	g22.i.answer.a.YE1A.ans
100424	g22.i.answer.a.YE1B.ans	0	11	1	5	g22.i.answer.a.YE1B.ans
100425	g22.i.answer.a.YE1C.ans	0	11	1	5	g22.i.answer.a.YE1C.ans
100426	g22.i.answer.a.YE1D.ans	0	11	1	4	g22.i.answer.a.YE1D.ans
100428	g22.i.answer.a.Y4.ans	0	11	1	5	g22.i.answer.a.Y4.ans
100429	g22.i.answer.a.Y5.ans	0	11	1	5	g22.i.answer.a.Y5.ans
100430	g22.i.answer.a.Y6.ans	0	11	1	4	g22.i.answer.a.Y6.ans
100431	g22.i.answer.a.Y6A.ans	0	11	1	8	g22.i.answer.a.Y6A.ans
100432	g22.i.answer.a.Y6AA.ans	0	11	1	6	g22.i.answer.a.Y6AA.ans
100434	g22.i.answer.a.Y6B.ans	0	11	1	8	g22.i.answer.a.Y6B.ans
100435	g22.i.answer.a.Y6C.ans	0	11	1	5	g22.i.answer.a.Y6C.ans
100443	g22.i.answer.a.Y13D.ans/main	0	11	1	9	g22.i.answer.a.Y13D.ans/main
100445	g22.i.answer.a.Y13E.ans	0	11	1	8	g22.i.answer.a.Y13E.ans
100453	g22.i.answer.a.Y16E.ans	0	11	1	8	g22.i.answer.a.Y16E.ans
100461	g22.i.answer.a.Y20.ans	0	11	1	9	g22.i.answer.a.Y20.ans
100478	g22.i.answer.a.P31.ans	0	11	1	8	g22.i.answer.a.P31.ans
100479	g22.i.answer.a.P31A.ans	0	11	1	9	g22.i.answer.a.P31A.ans
100484	g22.i.answer.a.P1.ans	0	11	1	6	g22.i.answer.a.P1.ans
100498	g22.i.answer.a.P8A.ans	0	11	1	6	g22.i.answer.a.P8A.ans
100499	g22.i.answer.a.P8B.ans	0	11	1	5	g22.i.answer.a.P8B.ans
100500	g22.i.answer.a.P8C.ans	0	11	1	4	g22.i.answer.a.P8C.ans
100501	g22.i.answer.a.E1.ans	0	11	1	8	g22.i.answer.a.E1.ans
100502	g22.i.answer.a.E2.ans/main	0	11	1	8	g22.i.answer.a.E2.ans/main
100503	g22.i.answer.a.INTRO7.ans	0	11	1	2	g22.i.answer.a.INTRO7.ans
100504	g22.i.answer.a.SE1.ans	0	11	1	3	g22.i.answer.a.SE1.ans
100508	g22.i.answer.a.H3.ans	0	11	1	6	g22.i.answer.a.H3.ans
100510	g22.i.answer.a.H4A.ans	0	11	1	6	g22.i.answer.a.H4A.ans
100511	g22.i.answer.a.H4B.ans	0	11	1	6	g22.i.answer.a.H4B.ans
100514	g22.i.answer.a.H5AB.ans	0	11	1	9	g22.i.answer.a.H5AB.ans
100515	g22.i.answer.a.H5AB1.ans	0	11	1	3	g22.i.answer.a.H5AB1.ans
100523	g22.i.answer.a.H5C.ans	0	11	1	9	g22.i.answer.a.H5C.ans
100536	g22.i.answer.a.Y6AB.ans	0	11	1	7	g22.i.answer.a.Y6AB.ans
100537	g22.i.answer.a.Y6AC.ans	0	11	1	3	g22.i.answer.a.Y6AC.ans
100538	g22.i.answer.a.H7C.ans	0	11	1	8	g22.i.answer.a.H7C.ans
100539	g22.i.answer.a.H8.ans	0	11	1	4	g22.i.answer.a.H8.ans
100540	g22.i.answer.a.H9.ans	0	11	1	5	g22.i.answer.a.H9.ans
100549	g22.i.answer.a.SY4F.ans	0	11	1	5	g22.i.answer.a.SY4F.ans
100550	g22.i.answer.a.SY4G.ans	0	11	1	4	g22.i.answer.a.SY4G.ans
100552	g22.i.answer.a.SY4I.ans	0	11	1	6	g22.i.answer.a.SY4I.ans
100553	g22.i.answer.a.SY5.ans	0	11	1	10	g22.i.answer.a.SY5.ans
100563	g22.i.answer.a.SY1A.ans	0	11	1	4	g22.i.answer.a.SY1A.ans
100564	g22.i.answer.a.SY1B.ans	0	11	1	4	g22.i.answer.a.SY1B.ans
100567	g22.i.answer.a.H10A.ans	0	11	1	3	g22.i.answer.a.H10A.ans
100569	g22.i.answer.a.MH3.ans	0	11	1	3	g22.i.answer.a.MH3.ans
100570	g22.i.answer.a.MH4.ans	0	11	1	5	g22.i.answer.a.MH4.ans
100572	g22.i.answer.a.MH6.ans	0	11	1	6	g22.i.answer.a.MH6.ans
100579	g22.i.answer.a.FH2.ans	0	11	1	5	g22.i.answer.a.FH2.ans
100582	g22.i.answer.a.FH2C.ans	0	11	1	3	g22.i.answer.a.FH2C.ans
100584	g22.i.answer.a.FH3.ans	0	11	1	1	g22.i.answer.a.FH3.ans
100585	g22.i.answer.a.FH3A.ans	0	11	1	3	g22.i.answer.a.FH3A.ans
100586	g22.i.answer.a.FH3B.ans	0	11	1	2	g22.i.answer.a.FH3B.ans
100595	g22.i.answer.a.FH5B.ans	0	11	1	3	g22.i.answer.a.FH5B.ans
100598	g22.i.answer.a.FH6B.ans	0	11	1	3	g22.i.answer.a.FH6B.ans
100599	g22.i.answer.a.FH9.ans	0	11	1	4	g22.i.answer.a.FH9.ans
100603	g22.i.answer.a.OP1M.ans	0	11	1	4	g22.i.answer.a.OP1M.ans
100605	g22.i.answer.a.L1.ans	0	11	1	6	g22.i.answer.a.L1.ans
100610	g22.i.answer.a.L2.ans	0	11	1	7	g22.i.answer.a.L2.ans
100617	g22.i.answer.a.L3A.ans/main	0	11	1	5	g22.i.answer.a.L3A.ans/main
100622	g22.i.answer.a.L5A.ans	0	11	1	9	g22.i.answer.a.L5A.ans
100625	g22.i.answer.a.L5DM.ans	0	11	1	6	g22.i.answer.a.L5DM.ans
100626	g22.i.answer.a.L5DF.ans	0	11	1	8	g22.i.answer.a.L5DF.ans
100628	g22.i.answer.a.L6C.ans	0	11	1	9	g22.i.answer.a.L6C.ans
100629	g22.i.answer.a.L7.ans/main	0	11	1	9	g22.i.answer.a.L7.ans/main
100630	g22.i.answer.a.L7A.ans/main	0	11	1	8	g22.i.answer.a.L7A.ans/main
100631	g22.i.answer.a.H6.ans/main	0	11	1	5	g22.i.answer.a.H6.ans/main
100635	g22.i.answer.a.H11.ans	0	11	1	7	g22.i.answer.a.H11.ans
100636	g22.i.answer.a.H11A.ans	0	11	1	6	g22.i.answer.a.H11A.ans
100637	g22.i.answer.a.H12.ans	0	11	1	6	g22.i.answer.a.H12.ans
100639	g22.i.answer.a.F1.ans	0	11	1	4	g22.i.answer.a.F1.ans
100640	g22.i.answer.a.HT_CANDO.ans	0	11	1	4	g22.i.answer.a.HT_CANDO.ans
100641	g22.i.answer.a.COG_INIT.ans	0	11	1	2	g22.i.answer.a.COG_INIT.ans
100642	g22.i.answer.a.FI_INTRO.ans	0	11	1	2	g22.i.answer.a.FI_INTRO.ans
100643	g22.i.answer.a.FI_1.ans	0	11	1	7	g22.i.answer.a.FI_1.ans
100644	g22.i.answer.a.FI_2.ans	0	11	1	7	g22.i.answer.a.FI_2.ans
100645	g22.i.answer.a.FI_3.ans	0	11	1	7	g22.i.answer.a.FI_3.ans
100646	g22.i.answer.a.FI_4.ans	0	11	1	6	g22.i.answer.a.FI_4.ans
100647	g22.i.answer.a.FI_5.ans	0	11	1	7	g22.i.answer.a.FI_5.ans
100648	g22.i.answer.a.FI_6.ans	0	11	1	7	g22.i.answer.a.FI_6.ans
100649	g22.i.answer.a.FI_7.ans	0	11	1	7	g22.i.answer.a.FI_7.ans
100650	g22.i.answer.a.FI_8.ans	0	11	1	7	g22.i.answer.a.FI_8.ans
100651	g22.i.answer.a.FI_9.ans	0	11	1	7	g22.i.answer.a.FI_9.ans
100652	g22.i.answer.a.FI_10.ans	0	11	1	7	g22.i.answer.a.FI_10.ans
100653	g22.i.answer.a.FI_11.ans	0	11	1	7	g22.i.answer.a.FI_11.ans
100654	g22.i.answer.a.FI_12.ans	0	11	1	8	g22.i.answer.a.FI_12.ans
100655	g22.i.answer.a.FI_13.ans	0	11	1	6	g22.i.answer.a.FI_13.ans
100656	g22.i.answer.a.D5A.ans/pilot	0	11	1	6	g22.i.answer.a.D5A.ans/pilot
100657	g22.i.answer.a.D10.ans/pilot	0	11	1	7	g22.i.answer.a.D10.ans/pilot
100658	g22.i.answer.a.D12.ans/pilot	0	11	1	7	g22.i.answer.a.D12.ans/pilot
100659	g22.i.answer.a.WP1A.ans/pilot	0	11	1	7	g22.i.answer.a.WP1A.ans/pilot
100662	g22.i.answer.a.WP11.ans/pilot	0	11	1	8	g22.i.answer.a.WP11.ans/pilot
100663	g22.i.answer.a.MB2.ans/pilot	0	11	1	6	g22.i.answer.a.MB2.ans/pilot
100664	g22.i.answer.a.MB3.ans/pilot	0	11	1	6	g22.i.answer.a.MB3.ans/pilot
100668	g22.i.answer.a.S9.ans/pilot	0	11	1	3	g22.i.answer.a.S9.ans/pilot
100669	g22.i.answer.a.S10.ans/pilot	0	11	1	5	g22.i.answer.a.S10.ans/pilot
100672	g22.i.answer.a.DT8B.ans/pilot	0	11	1	6	g22.i.answer.a.DT8B.ans/pilot
100673	g22.i.answer.a.DT10A.ans/pilot	0	11	1	8	g22.i.answer.a.DT10A.ans/pilot
100674	g22.i.answer.a.DT11.ans/pilot	0	11	1	7	g22.i.answer.a.DT11.ans/pilot
100676	g22.i.answer.a.Y13D.ans/pilot	0	11	1	9	g22.i.answer.a.Y13D.ans/pilot
100683	g22.i.answer.a.E2.ans/pilot	0	11	1	9	g22.i.answer.a.E2.ans/pilot
100685	g22.i.answer.a.H7B.ans/pilot	0	11	1	6	g22.i.answer.a.H7B.ans/pilot
100686	g22.i.answer.a.FH5C.ans	0	11	1	8	g22.i.answer.a.FH5C.ans
100688	g22.i.answer.a.L6A.ans	0	11	1	8	g22.i.answer.a.L6A.ans
100689	g22.i.answer.a.L6B.ans	0	11	1	7	g22.i.answer.a.L6B.ans
100690	g22.i.answer.a.L7A.ans/pilot	0	11	1	8	g22.i.answer.a.L7A.ans/pilot
100691	g22.i.answer.a.L7.ans/pilot	0	11	1	8	g22.i.answer.a.L7.ans/pilot
100692	g22.i.answer.a.L8.ans	0	11	1	8	g22.i.answer.a.L8.ans
100693	Responses to invitations	0	11	1	3	This coding describes the response (if any) that occurred following an invitation being sent to a participant to take part in one of UK Biobanks extension studies.
100694	Bipolar type	0	11	1	2	Type of bipolar episode
100695	Depressive episode	0	11	1	6	Type of depressive episode(s)
100696	Test abandoned flag	0	11	1	1	Flag which indicates that the test was abandoned before completion.
100697	Allowed answers to FI14	0	11	1	5	The set of allowed answers to Fluid Intelligence question 14.
100698	Status of role	0	11	1	1	Ongoing when data entered
100699	Eprime failure	0	11	1	2	Indicates failure mode preventing acquisition of eprime data.
100700	Level	0	11	1	3	Divides group into Low, Moderate and High values.
